page#	line#	song	artist	title of record	year 	type	side/#	genre	
48	2396	Rockin'Robin	Bobby Day	Rock rules Rock	1977	LP. 3x	508	Rock and Roll	
48	2397	Rockin'allone	The Everly Brothers	original greatest hits	1970	LP 2x	202	POP	
48	2398	Rockin'allone in my old.......	The Everly Brothers	So many years 	1989	CD 2x	211	POP	
48	2399	Rockin' with the rhythm of.....	Judds	80's Country	0		101	Country	
48	2400	Rocking goose	Johnny and the Hurricanes	Golden hits of…………..	1975	LP	209	Rock and Roll	
49	2401								
49	2402								
49	2403								
49	2404								
49	2405								
49	2406								
49	2407								
49	2408								
49	2409								
49	2410								
49	2411								
49	2412								
49	2413								
49	2414								
49	2415								
49	2416								
49	2417								
49	2418								
49	2419								
49	2420								
49	2421								
49	2422								
49	2423								
49	2424								
49	2425								
49	2426								
49	2427								
49	2428								
49	2429								
49	2430								
49	2431								
49	2432								
49	2433								
49	2434								
49	2435								
49	2436								
49	2437								
49	2438								
49	2439								
49	2440								
49	2441								
49	2442								
49	2443								
49	2444								
49	2445								
49	2446								
49	2447								
49	2448								
49	2449								
49	2450								
49	2451								
49	2452								
49	2453								
49	2454								
49	2455								
49	2456								
49	2457								
49	2458								
49	2459								
49	2460								
49	2461								
49	2462								
49	2463								
49	2464								
49	2465								
49	2466								
49	2467								
49	2468								
49	2469								
49	2470								
49	2471								
49	2472								
49	2473								
49	2474								
49	2475								
49	2476								
49	2477								
49	2478								
49	2479								
49	2480								
49	2481								
49	2482								
49	2483								
49	2484								
49	2485								
49	2486								
49	2487								
49	2488								
49	2489								
49	2490								
49	2491								
49	2492								
49	2493								
49	2494								
49	2495								
49	2496								
49	2497								
49	2498								
49	2499								
49	2500								
49	2501								
49	2502								
49	2503								
49	2504								
49	2505								
49	2506								
49	2507								
49	2508								
49	2509								
49	2510								
49	2511								
49	2512								
49	2513								
49	2514								
49	2515								
49	2516								
49	2517								
49	2518								
49	2519								
49	2520								
49	2521								
49	2522								
49	2523								
49	2524								
49	2525								
49	2526								
49	2527								
49	2528								
49	2529								
49	2530								
49	2531								
49	2532								
49	2533								
49	2534								
49	2535								
49	2536								
49	2537								
49	2538								
49	2539								
49	2540								
49	2541								
49	2542								
49	2543								
49	2544								
49	2545								
49	2546								
49	2547								
49	2548								
49	2549								
49	2550								
49	2551								
49	2552								
49	2553								
49	2554								
49	2555								
49	2556								
49	2557								
49	2558								
49	2559								
49	2560								
49	2561								
49	2562								
49	2563								
49	2564								
49	2565								
49	2566								
49	2567								
49	2568								
49	2569								
49	2570								
49	2571								
49	2572								
49	2573								
49	2574								
49	2575								
49	2576								
49	2577								
49	2578								
49	2579								
49	2580								
49	2581								
49	2582								
49	2583								
49	2584								
49	2585								
49	2586								
49	2587								
49	2588								
49	2589								
49	2590								
49	2591								
49	2592								
49	2593								
49	2594								
49	2595								
49	2596								
49	2597								
49	2598								
49	2599								
49	2600								
49	2601								
49	2602								
49	2603								
49	2604								
49	2605								
49	2606								
49	2607								
49	2608								
49	2609								
49	2610								
49	2611								
49	2612								
49	2613								
49	2614								
49	2615								
49	2616								
49	2617								
49	2618								
49	2619								
49	2620								
49	2621								
49	2622								
49	2623								
49	2624								
49	2625								
49	2626								
49	2627								
49	2628								
49	2629								
49	2630								
49	2631								
49	2632								
49	2633								
49	2634								
49	2635								
49	2636								
49	2637								
49	2638								
49	2639								
49	2640								
49	2641								
49	2642								
49	2643								
49	2644								
49	2645								
49	2646								
49	2647								
49	2648								
49	2649								
49	2650								
49	2651								
49	2652								
49	2653								
49	2654								
49	2655								
49	2656								
49	2657								
49	2658								
49	2659								
49	2660								
49	2661								
49	2662								
49	2663								
49	2664								
49	2665								
49	2666								
49	2667								
49	2668								
49	2669								
49	2670								
49	2671								
49	2672								
49	2673								
49	2674								
49	2675								
49	2676								
49	2677								
49	2678								
49	2679								
49	2680								
49	2681								
49	2682								
49	2683								
49	2684								
49	2685								
49	2686								
49	2687								
49	2688								
49	2689								
49	2690								
49	2691								
49	2692								
49	2693								
49	2694								
49	2695								
49	2696								
49	2697								
49	2698								
49	2699								
49	2700								
49	2701								
49	2702								
49	2703								
49	2704								
49	2705								
49	2706								
49	2707								
49	2708								
49	2709								
49	2710								
49	2711								
49	2712								
49	2713								
49	2714								
49	2715								
49	2716								
49	2717								
49	2718								
49	2719								
49	2720								
49	2721								
49	2722								
49	2723								
49	2724								
49	2725								
49	2726								
49	2727								
49	2728								
49	2729								
49	2730								
49	2731								
49	2732								
49	2733								
49	2734								
49	2735								
49	2736								
49	2737								
49	2738								
49	2739								
49	2740								
49	2741								
49	2742								
49	2743								
49	2744								
49	2745								
49	2746								
49	2747								
49	2748								
49	2749								
49	2750								
49	2751								
49	2752								
49	2753								
49	2754								
49	2755								
49	2756								
49	2757								
49	2758								
49	2759								
49	2760								
49	2761								
49	2762								
49	2763								
49	2764								
49	2765								
49	2766								
49	2767								
49	2768								
49	2769								
49	2770								
49	2771								
49	2772								
49	2773								
49	2774								
49	2775								
49	2776								
49	2777								
49	2778								
49	2779								
49	2780								
49	2781								
49	2782								
49	2783								
49	2784								
49	2785								
49	2786								
49	2787								
49	2788								
49	2789								
49	2790								
49	2791								
49	2792								
49	2793								
49	2794								
49	2795								
49	2796								
49	2797								
49	2798								
49	2799								
49	2800								
49	2801								
49	2802								
49	2803								
49	2804								
49	2805								
49	2806								
49	2807								
49	2808								
49	2809								
49	2810								
49	2811								
49	2812								
49	2813								
49	2814								
49	2815								
49	2816								
49	2817								
49	2818								
49	2819								
49	2820								
49	2821								
49	2822								
49	2823								
49	2824								
49	2825								
49	2826								
49	2827								
49	2828								
49	2829								
49	2830								
49	2831								
49	2832								
49	2833								
49	2834								
49	2835								
49	2836								
49	2837								
49	2838								
49	2839								
49	2840								
49	2841								
49	2842								
49	2843								
49	2844								
49	2845								
49	2846								
49	2847								
49	2848								
49	2849								
49	2850								
49	2851								
49	2852								
49	2853								
49	2854								
49	2855								
49	2856								
49	2857								
49	2858								
49	2859								
49	2860								
49	2861								
49	2862								
49	2863								
49	2864								
49	2865								
49	2866								
49	2867								
49	2868								
49	2869								
49	2870								
49	2871								
49	2872								
49	2873								
49	2874								
49	2875								
49	2876								
49	2877								
49	2878								
49	2879								
49	2880								
49	2881								
49	2882								
49	2883								
49	2884								
49	2885								
49	2886								
49	2887								
49	2888								
49	2889								
49	2890								
49	2891								
49	2892								
49	2893								
49	2894								
49	2895								
49	2896								
49	2897								
49	2898								
49	2899								
49	2900								
49	2901								
49	2902								
49	2903								
49	2904								
49	2905								
49	2906								
49	2907								
49	2908								
49	2909								
49	2910								
49	2911								
49	2912								
49	2913								
49	2914								
49	2915								
49	2916								
49	2917								
49	2918								
49	2919								
49	2920								
49	2921								
49	2922								
49	2923								
49	2924								
49	2925								
49	2926								
49	2927								
49	2928								
49	2929								
49	2930								
49	2931								
49	2932								
49	2933								
49	2934								
49	2935								
49	2936								
49	2937								
49	2938								
49	2939								
49	2940								
49	2941								
49	2942								
49	2943								
49	2944								
49	2945								
49	2946								
49	2947								
49	2948								
49	2949								
49	2950								
49	2951								
49	2952								
49	2953								
49	2954								
49	2955								
49	2956								
49	2957								
49	2958								
49	2959								
49	2960								
49	2961								
49	2962								
49	2963								
49	2964								
49	2965								
49	2966								
49	2967								
49	2968								
49	2969								
49	2970								
49	2971								
49	2972								
49	2973								
49	2974								
49	2975								
49	2976								
49	2977								
49	2978								
49	2979								
49	2980								
49	2981								
49	2982								
49	2983								
49	2984								
49	2985								
49	2986								
49	2987								
49	2988								
49	2989								
49	2990								
49	2991								
49	2992								
49	2993								
49	2994								
49	2995								
49	2996								
49	2997								
49	2998								
49	2999								
49	3000								
49	3001								
49	3002								
49	3003								
49	3004								
49	3005								
49	3006								
49	3007								
49	3008								
49	3009								
49	3010								
49	3011								
49	3012								
49	3013								
49	3014								
49	3015								
49	3016								
49	3017								
49	3018								
49	3019								
49	3020								
49	3021								
49	3022								
49	3023								
49	3024								
49	3025								
49	3026								
49	3027								
49	3028								
49	3029								
49	3030								
49	3031								
49	3032								
49	3033								
49	3034								
49	3035								
49	3036								
49	3037								
49	3038								
49	3039								
49	3040								
49	3041								
49	3042								
49	3043								
49	3044								
49	3045								
49	3046								
49	3047								
49	3048								
49	3049								
49	3050								
49	3051								
49	3052								
49	3053								
49	3054								
49	3055								
49	3056								
49	3057								
49	3058								
49	3059								
49	3060								
49	3061								
49	3062								
49	3063								
49	3064								
49	3065								
49	3066								
49	3067								
49	3068								
49	3069								
49	3070								
49	3071								
49	3072								
49	3073								
49	3074								
49	3075								
49	3076								
49	3077								
49	3078								
49	3079								
49	3080								
49	3081								
49	3082								
49	3083								
49	3084								
49	3085								
49	3086								
49	3087								
49	3088								
49	3089								
49	3090								
49	3091								
49	3092								
49	3093								
49	3094								
49	3095								
49	3096								
49	3097								
49	3098								
49	3099								
49	3100								
49	3101								
49	3102								
49	3103								
49	3104								
49	3105								
49	3106								
49	3107								
49	3108								
49	3109								
49	3110								
49	3111								
49	3112								
49	3113								
49	3114								
49	3115								
49	3116								
49	3117								
49	3118								
49	3119								
49	3120								
49	3121								
49	3122								
49	3123								
49	3124								
49	3125								
49	3126								
49	3127								
49	3128								
49	3129								
49	3130								
49	3131								
49	3132								
49	3133								
49	3134								
49	3135								
49	3136								
49	3137								
49	3138								
49	3139								
49	3140								
49	3141								
49	3142								
49	3143								
49	3144								
49	3145								
49	3146								
49	3147								
49	3148								
49	3149								
49	3150								
49	3151								
49	3152								
49	3153								
49	3154								
49	3155								
49	3156								
49	3157								
49	3158								
49	3159								
